Source,Device Category,Hour Index,User Type,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue
[SS] - BUYERS - BOUGHT ALL TIME,mobile,000135,New Visitor,6,33.33%,2.17,00:05:17,0,$0.00
[SS] - BUYERS - BOUGHT IN 365 DAYS,mobile,000088,Returning Visitor,6,50.00%,6.00,00:02:50,0,$0.00
[SS] - BUYERS - BOUGHT IN 365 DAYS,mobile,000089,Returning Visitor,6,50.00%,5.17,00:04:34,0,$0.00
[SS] - BUYERS - BOUGHT IN 365 DAYS,mobile,000132,New Visitor,6,50.00%,1.50,00:00:11,0,$0.00
********* NON-BUYERS 10-26,desktop,000015,Returning Visitor,6,33.33%,4.17,00:03:56,1,$16.98
********* NON-BUYERS 10-26,desktop,000136,Returning Visitor,6,16.67%,8.50,00:09:27,0,$0.00
********* NON-BUYERS 10-26,desktop,000156,New Visitor,6,50.00%,4.50,00:03:22,0,$0.00
********* NON-BUYERS 10-26,desktop,000158,New Visitor,6,50.00%,4.17,00:04:28,0,$0.00
********* NON-BUYERS 10-26,mobile,000004,Returning Visitor,6,50.00%,6.00,00:02:18,1,$16.98
********* NON-BUYERS 10-26,mobile,000006,New Visitor,6,16.67%,6.17,00:05:56,0,$0.00
********* NON-BUYERS 10-26,mobile,000009,Returning Visitor,6,50.00%,7.17,00:06:23,1,$84.40
********* NON-BUYERS 10-26,mobile,000010,New Visitor,6,33.33%,3.67,00:03:28,0,$0.00
********* NON-BUYERS 10-26,mobile,000010,Returning Visitor,6,66.67%,8.83,00:03:20,0,$0.00
********* NON-BUYERS 10-26,mobile,000021,New Visitor,6,50.00%,2.50,00:00:36,0,$0.00
********* NON-BUYERS 10-26,mobile,000023,New Visitor,6,66.67%,2.00,00:00:52,0,$0.00
********* NON-BUYERS 10-26,mobile,000023,Returning Visitor,6,50.00%,2.83,00:05:43,0,$0.00
********* NON-BUYERS 10-26,mobile,000030,New Visitor,6,16.67%,2.33,00:01:18,0,$0.00
********* NON-BUYERS 10-26,mobile,000037,New Visitor,6,0.00%,3.33,00:01:41,0,$0.00
********* NON-BUYERS 10-26,mobile,000044,New Visitor,6,16.67%,3.17,00:01:13,0,$0.00
********* NON-BUYERS 10-26,mobile,000048,Returning Visitor,6,33.33%,3.67,00:04:34,0,$0.00
********* NON-BUYERS 10-26,mobile,000053,Returning Visitor,6,66.67%,3.33,00:04:28,0,$0.00
********* NON-BUYERS 10-26,mobile,000055,Returning Visitor,6,66.67%,9.17,00:24:23,0,$0.00
********* NON-BUYERS 10-26,mobile,000057,Returning Visitor,6,33.33%,8.83,00:04:15,0,$0.00
********* NON-BUYERS 10-26,mobile,000059,Returning Visitor,6,66.67%,4.00,00:01:34,0,$0.00
********* NON-BUYERS 10-26,mobile,000066,New Visitor,6,33.33%,4.83,00:04:37,0,$0.00
********* NON-BUYERS 10-26,mobile,000069,New Visitor,6,16.67%,17.17,00:12:03,0,$0.00
********* NON-BUYERS 10-26,mobile,000070,Returning Visitor,6,0.00%,15.00,00:29:45,0,$0.00
********* NON-BUYERS 10-26,mobile,000076,Returning Visitor,6,50.00%,12.33,00:05:21,0,$0.00
********* NON-BUYERS 10-26,mobile,000079,Returning Visitor,6,50.00%,2.50,00:00:43,0,$0.00
********* NON-BUYERS 10-26,mobile,000081,Returning Visitor,6,66.67%,3.00,00:01:30,0,$0.00
********* NON-BUYERS 10-26,mobile,000085,New Visitor,6,33.33%,8.17,00:06:22,0,$0.00
********* NON-BUYERS 10-26,mobile,000111,New Visitor,6,50.00%,1.83,00:00:17,0,$0.00
********* NON-BUYERS 10-26,mobile,000117,Returning Visitor,6,16.67%,6.17,00:02:41,0,$0.00
********* NON-BUYERS 10-26,mobile,000128,Returning Visitor,6,33.33%,5.83,00:02:26,0,$0.00
********* NON-BUYERS 10-26,mobile,000133,New Visitor,6,16.67%,9.83,00:06:38,0,$0.00
********* NON-BUYERS 10-26,mobile,000142,Returning Visitor,6,66.67%,2.00,00:00:45,0,$0.00
********* NON-BUYERS 10-26,mobile,000144,Returning Visitor,6,16.67%,4.50,00:08:22,0,$0.00
********* NON-BUYERS 10-26,mobile,000149,Returning Visitor,6,16.67%,6.33,00:10:19,0,$0.00
********* NON-BUYERS 10-26,mobile,000150,Returning Visitor,6,83.33%,3.83,00:00:48,0,$0.00
********* NON-BUYERS 10-26,mobile,000151,Returning Visitor,6,50.00%,8.17,00:06:18,1,$69.98
********* NON-BUYERS 10-26,mobile,000154,Returning Visitor,6,16.67%,4.83,00:04:07,0,$0.00
********* NON-BUYERS 10-26,mobile,000165,New Visitor,6,33.33%,21.67,00:12:03,1,$27.97
********* NON-BUYERS 10-26,mobile,000165,Returning Visitor,6,33.33%,8.50,00:05:52,0,$0.00
********* NON-BUYERS 10-26,tablet,000013,Returning Visitor,6,16.67%,8.67,00:06:24,0,$0.00
********** BUYERS - 10-13,desktop,000011,New Visitor,6,16.67%,8.50,00:15:02,0,$0.00
********** BUYERS - 10-13,desktop,000162,New Visitor,6,33.33%,8.33,00:05:24,1,$12.98
********** BUYERS - 10-13,mobile,000043,Returning Visitor,6,33.33%,3.50,00:01:21,0,$0.00
********** BUYERS - 10-13,mobile,000055,Returning Visitor,6,50.00%,1.67,00:00:32,0,$0.00
********** BUYERS - 10-13,mobile,000123,New Visitor,6,50.00%,4.33,00:02:39,0,$0.00
********** BUYERS - 10-13,mobile,000136,New Visitor,6,33.33%,5.00,00:02:38,0,$0.00
********** BUYERS - 10-13,mobile,000139,Returning Visitor,6,50.00%,8.33,00:09:23,1,$104.76
********** BUYERS - 10-13,mobile,000140,Returning Visitor,6,33.33%,4.00,00:02:24,0,$0.00
********** BUYERS - 10-13,mobile,000165,New Visitor,6,83.33%,1.83,00:02:06,0,$0.00
********** BUYERS - 10-13,tablet,000012,New Visitor,6,0.00%,4.83,00:04:43,0,$0.00
********** BUYERS - 10-13,tablet,000156,Returning Visitor,6,83.33%,4.50,00:02:03,0,$0.00
bing,desktop,000009,Returning Visitor,6,33.33%,4.67,00:03:34,0,$0.00
bing,desktop,000020,New Visitor,6,33.33%,7.67,00:02:45,0,$0.00
bing,desktop,000023,New Visitor,6,33.33%,5.00,00:06:10,0,$0.00
bing,desktop,000042,New Visitor,6,33.33%,5.50,00:02:31,0,$0.00
bing,desktop,000044,New Visitor,6,50.00%,3.83,00:02:05,0,$0.00
bing,desktop,000047,New Visitor,6,33.33%,6.00,00:02:44,0,$0.00
bing,desktop,000049,New Visitor,6,50.00%,2.33,00:02:55,0,$0.00
bing,desktop,000052,New Visitor,6,16.67%,2.50,00:01:21,0,$0.00
bing,desktop,000078,New Visitor,6,16.67%,7.83,00:03:28,0,$0.00
bing,desktop,000124,New Visitor,6,33.33%,6.17,00:07:14,0,$0.00
bing,desktop,000137,New Visitor,6,33.33%,14.67,00:12:31,1,$14.97
bing,desktop,000159,Returning Visitor,6,50.00%,2.00,00:01:34,0,$0.00
bing,mobile,000017,New Visitor,6,16.67%,4.17,00:03:17,0,$0.00
bing,mobile,000018,New Visitor,6,50.00%,1.83,00:04:20,0,$0.00
bing,mobile,000020,New Visitor,6,33.33%,2.50,00:01:47,0,$0.00
bing,mobile,000037,New Visitor,6,16.67%,3.33,00:07:16,0,$0.00
bing,mobile,000047,New Visitor,6,16.67%,13.83,00:02:08,0,$0.00
bing,mobile,000068,New Visitor,6,33.33%,8.50,00:07:55,0,$0.00
bing,mobile,000069,New Visitor,6,33.33%,3.33,00:01:14,0,$0.00
bing,mobile,000134,New Visitor,6,16.67%,3.00,00:02:06,0,$0.00
bing,mobile,000153,New Visitor,6,33.33%,6.17,00:07:02,0,$0.00
bing,mobile,000160,New Visitor,6,50.00%,2.67,00:04:56,0,$0.00
bing,mobile,000162,New Visitor,6,66.67%,5.00,00:03:40,0,$0.00
bing,tablet,000007,New Visitor,6,16.67%,10.33,00:07:23,1,$52.96
bing,tablet,000012,New Visitor,6,33.33%,4.33,00:01:56,0,$0.00
bing,tablet,000015,New Visitor,6,33.33%,4.33,00:02:26,0,$0.00
bing,tablet,000061,New Visitor,6,33.33%,4.17,00:02:09,0,$0.00
bing,tablet,000068,New Visitor,6,50.00%,8.50,00:07:20,0,$0.00
bing,tablet,000090,New Visitor,6,33.33%,5.33,00:03:51,0,$0.00
bing,tablet,000114,New Visitor,6,50.00%,9.33,00:05:52,0,$0.00
bing,tablet,000115,New Visitor,6,33.33%,6.00,00:03:33,0,$0.00
bing,tablet,000116,New Visitor,6,50.00%,1.83,00:00:34,0,$0.00
bing,tablet,000133,New Visitor,6,16.67%,3.33,00:01:50,0,$0.00
bing,tablet,000140,New Visitor,6,33.33%,4.00,00:02:50,0,$0.00
bing,tablet,000155,New Visitor,6,16.67%,9.17,00:07:14,0,$0.00
bing,tablet,000163,New Visitor,6,16.67%,12.50,00:05:57,0,$0.00
FLOWS - BOD - SPLIT TEST - 2,mobile,000084,Returning Visitor,6,0.00%,7.33,00:06:26,0,$0.00
google,desktop,000008,Returning Visitor,6,16.67%,10.00,00:10:21,0,$0.00
google,desktop,000019,Returning Visitor,6,33.33%,9.00,00:02:44,0,$0.00
google,desktop,000039,Returning Visitor,6,66.67%,3.83,00:00:43,0,$0.00
google,desktop,000046,Returning Visitor,6,66.67%,6.83,00:02:25,0,$0.00
google,desktop,000055,Returning Visitor,6,33.33%,5.17,00:03:59,0,$0.00
google,desktop,000058,Returning Visitor,6,16.67%,4.67,00:13:09,0,$0.00
google,desktop,000063,Returning Visitor,6,16.67%,8.17,00:06:17,0,$0.00
google,desktop,000065,Returning Visitor,6,50.00%,2.00,00:00:13,0,$0.00
google,desktop,000068,Returning Visitor,6,50.00%,6.17,00:05:27,0,$0.00
google,desktop,000069,Returning Visitor,6,16.67%,7.00,00:03:36,0,$0.00
google,desktop,000078,Returning Visitor,6,33.33%,7.50,00:01:33,0,$0.00
google,desktop,000097,New Visitor,6,33.33%,3.00,00:00:42,0,$0.00
google,desktop,000121,New Visitor,6,16.67%,10.83,00:05:11,0,$0.00
google,desktop,000137,Returning Visitor,6,16.67%,10.00,00:05:38,0,$0.00
google,desktop,000144,Returning Visitor,6,33.33%,5.33,00:16:07,0,$0.00
google,desktop,000151,Returning Visitor,6,33.33%,11.50,00:09:21,0,$0.00
google,tablet,000037,Returning Visitor,6,33.33%,3.67,00:00:44,0,$0.00
google,tablet,000040,Returning Visitor,6,50.00%,12.33,00:07:09,0,$0.00
google,tablet,000047,Returning Visitor,6,33.33%,7.00,00:04:13,0,$0.00
google,tablet,000051,New Visitor,6,16.67%,8.50,00:08:34,0,$0.00
google,tablet,000058,Returning Visitor,6,83.33%,1.17,00:00:02,0,$0.00
google,tablet,000076,New Visitor,6,50.00%,7.00,00:03:02,0,$0.00
google,tablet,000087,Returning Visitor,6,50.00%,7.50,00:00:10,1,$99.97
google,tablet,000120,New Visitor,6,50.00%,3.33,00:01:14,0,$0.00
google,tablet,000127,Returning Visitor,6,33.33%,14.83,00:02:02,0,$0.00
google,tablet,000151,Returning Visitor,6,50.00%,6.33,00:03:11,0,$0.00
google,tablet,000153,Returning Visitor,6,50.00%,5.67,00:03:37,1,$54.97
google,tablet,000156,Returning Visitor,6,33.33%,9.00,00:09:51,0,$0.00
google,tablet,000166,Returning Visitor,6,50.00%,26.67,00:01:59,0,$0.00
yahoo,desktop,000037,New Visitor,6,16.67%,2.83,00:01:26,0,$0.00
(direct),desktop,000018,New Visitor,5,60.00%,10.40,00:04:45,2,$227.46
(direct),desktop,000033,New Visitor,5,60.00%,3.40,00:01:46,0,$0.00
(direct),desktop,000044,New Visitor,5,40.00%,10.80,00:05:46,0,$0.00
(direct),desktop,000052,New Visitor,5,80.00%,2.00,00:03:58,0,$0.00
(direct),desktop,000108,New Visitor,5,80.00%,1.20,00:00:08,0,$0.00
(direct),desktop,000129,New Visitor,5,20.00%,17.40,00:11:46,1,$129.98
(direct),desktop,000131,New Visitor,5,60.00%,7.80,00:02:20,0,$0.00
(direct),mobile,000028,New Visitor,5,60.00%,2.20,00:00:36,0,$0.00
(direct),mobile,000029,New Visitor,5,60.00%,3.80,00:07:10,0,$0.00
(direct),mobile,000030,New Visitor,5,80.00%,4.40,00:00:15,0,$0.00
(direct),mobile,000034,Returning Visitor,5,80.00%,3.80,00:01:15,0,$0.00
(direct),mobile,000051,New Visitor,5,40.00%,2.60,00:00:56,0,$0.00
(direct),mobile,000072,New Visitor,5,60.00%,2.00,00:00:36,0,$0.00
(direct),mobile,000082,Returning Visitor,5,40.00%,2.60,00:02:12,0,$0.00
(direct),mobile,000092,Returning Visitor,5,60.00%,6.60,00:02:43,0,$0.00
(direct),mobile,000094,New Visitor,5,60.00%,5.20,00:06:03,0,$0.00
(direct),mobile,000107,Returning Visitor,5,20.00%,14.20,00:10:08,0,$0.00
(direct),mobile,000111,Returning Visitor,5,80.00%,10.80,00:00:00,0,$0.00
(direct),mobile,000114,Returning Visitor,5,60.00%,6.60,00:17:07,0,$0.00
(direct),mobile,000122,New Visitor,5,60.00%,2.80,00:02:33,0,$0.00
(direct),mobile,000136,Returning Visitor,5,40.00%,3.00,00:05:06,0,$0.00
(direct),mobile,000145,New Visitor,5,40.00%,2.00,00:00:16,0,$0.00
(direct),mobile,000155,Returning Visitor,5,20.00%,5.20,00:02:57,0,$0.00
(direct),mobile,000156,Returning Visitor,5,80.00%,2.00,00:07:42,0,$0.00
(direct),tablet,000042,New Visitor,5,80.00%,1.20,00:00:04,0,$0.00
(direct),tablet,000099,New Visitor,5,80.00%,3.00,00:04:09,0,$0.00
(direct),tablet,000133,New Visitor,5,80.00%,2.80,00:01:00,0,$0.00
(direct),tablet,000165,New Visitor,5,20.00%,3.80,00:12:32,0,$0.00
[SS] - BUYERS - BOUGHT ALL TIME,mobile,000134,Returning Visitor,5,20.00%,4.40,00:02:11,0,$0.00
[SS] - BUYERS - BOUGHT IN 365 DAYS,mobile,000132,Returning Visitor,5,80.00%,1.60,00:00:29,0,$0.00
********* NON-BUYERS 10-26,desktop,000012,Returning Visitor,5,40.00%,2.40,00:01:47,0,$0.00
********* NON-BUYERS 10-26,desktop,000028,Returning Visitor,5,40.00%,7.60,00:07:32,0,$0.00
********* NON-BUYERS 10-26,desktop,000036,Returning Visitor,5,60.00%,2.20,00:01:54,0,$0.00
********* NON-BUYERS 10-26,desktop,000039,Returning Visitor,5,0.00%,5.80,00:02:35,0,$0.00
********* NON-BUYERS 10-26,desktop,000040,Returning Visitor,5,20.00%,2.00,00:00:38,0,$0.00
********* NON-BUYERS 10-26,desktop,000132,New Visitor,5,20.00%,6.80,00:14:47,0,$0.00
********* NON-BUYERS 10-26,desktop,000132,Returning Visitor,5,40.00%,2.80,00:00:53,0,$0.00
********* NON-BUYERS 10-26,desktop,000135,Returning Visitor,5,0.00%,8.20,00:03:52,2,$142.85
********* NON-BUYERS 10-26,mobile,000001,Returning Visitor,5,40.00%,8.80,00:04:44,0,$0.00
********* NON-BUYERS 10-26,mobile,000002,Returning Visitor,5,40.00%,3.20,00:02:25,0,$0.00
********* NON-BUYERS 10-26,mobile,000025,Returning Visitor,5,0.00%,5.40,00:04:26,0,$0.00
********* NON-BUYERS 10-26,mobile,000026,Returning Visitor,5,60.00%,2.40,00:04:41,0,$0.00
********* NON-BUYERS 10-26,mobile,000032,Returning Visitor,5,100.00%,1.60,00:00:00,0,$0.00
********* NON-BUYERS 10-26,mobile,000058,Returning Visitor,5,0.00%,9.60,00:10:22,0,$0.00
********* NON-BUYERS 10-26,mobile,000069,Returning Visitor,5,40.00%,12.00,00:03:06,0,$0.00
********* NON-BUYERS 10-26,mobile,000096,Returning Visitor,5,0.00%,13.80,00:28:55,0,$0.00
********* NON-BUYERS 10-26,mobile,000104,Returning Visitor,5,20.00%,5.20,00:04:56,0,$0.00
********* NON-BUYERS 10-26,mobile,000108,New Visitor,5,80.00%,1.40,00:01:48,0,$0.00
********* NON-BUYERS 10-26,mobile,000112,New Visitor,5,80.00%,1.80,00:01:09,0,$0.00
********* NON-BUYERS 10-26,mobile,000115,Returning Visitor,5,40.00%,5.80,00:05:57,0,$0.00
********* NON-BUYERS 10-26,mobile,000137,New Visitor,5,20.00%,16.00,00:12:38,0,$0.00
********* NON-BUYERS 10-26,mobile,000139,New Visitor,5,40.00%,6.20,00:03:31,0,$0.00
********* NON-BUYERS 10-26,mobile,000146,Returning Visitor,5,20.00%,16.20,00:12:53,0,$0.00
********* NON-BUYERS 10-26,mobile,000155,Returning Visitor,5,20.00%,7.60,00:03:51,0,$0.00
********* NON-BUYERS 10-26,tablet,000065,Returning Visitor,5,60.00%,1.60,00:00:07,0,$0.00
********* NON-BUYERS 10-26,tablet,000087,New Visitor,5,40.00%,2.60,00:00:26,0,$0.00
********* NON-BUYERS 10-26,tablet,000137,New Visitor,5,20.00%,6.20,00:02:21,0,$0.00
********** BUYERS - 10-13,desktop,000012,Returning Visitor,5,20.00%,6.00,00:01:41,0,$0.00
********** BUYERS - 10-13,desktop,000016,Returning Visitor,5,40.00%,2.00,00:00:32,0,$0.00
********** BUYERS - 10-13,desktop,000019,Returning Visitor,5,20.00%,5.60,00:08:04,0,$0.00
********** BUYERS - 10-13,desktop,000111,New Visitor,5,60.00%,2.60,00:01:03,1,$14.98
********** BUYERS - 10-13,desktop,000112,New Visitor,5,20.00%,7.60,00:06:06,1,$14.98
********** BUYERS - 10-13,desktop,000127,New Visitor,5,0.00%,9.20,00:02:52,3,$77.93
********** BUYERS - 10-13,desktop,000165,New Visitor,5,80.00%,1.60,00:03:18,0,$0.00
********** BUYERS - 10-13,mobile,000006,Returning Visitor,5,40.00%,10.80,00:05:02,0,$0.00
********** BUYERS - 10-13,mobile,000021,Returning Visitor,5,60.00%,14.00,00:08:04,2,$153.93
********** BUYERS - 10-13,mobile,000028,New Visitor,5,60.00%,1.60,00:03:36,0,$0.00
********** BUYERS - 10-13,mobile,000044,Returning Visitor,5,0.00%,11.00,00:04:33,0,$0.00
********** BUYERS - 10-13,mobile,000054,Returning Visitor,5,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000061,Returning Visitor,5,40.00%,3.20,00:18:00,0,$0.00
********** BUYERS - 10-13,mobile,000116,New Visitor,5,60.00%,5.40,00:02:28,1,$10.98
********** BUYERS - 10-13,mobile,000130,Returning Visitor,5,20.00%,6.40,00:02:54,0,$0.00
********** BUYERS - 10-13,mobile,000141,Returning Visitor,5,60.00%,5.00,00:04:25,0,$0.00
********** BUYERS - 10-13,mobile,000164,Returning Visitor,5,60.00%,11.00,00:05:36,1,$24.97
********** BUYERS - 10-13,tablet,000011,New Visitor,5,20.00%,3.00,00:04:30,0,$0.00
********** BUYERS - 10-13,tablet,000012,Returning Visitor,5,0.00%,12.40,00:15:09,0,$0.00
bing,desktop,000005,New Visitor,5,40.00%,4.00,00:10:35,0,$0.00
bing,desktop,000024,New Visitor,5,0.00%,9.40,00:07:25,0,$0.00
bing,desktop,000028,New Visitor,5,40.00%,3.80,00:06:14,0,$0.00
bing,desktop,000037,New Visitor,5,0.00%,13.60,00:05:14,0,$0.00
bing,desktop,000051,New Visitor,5,20.00%,7.60,00:05:01,0,$0.00
bing,desktop,000076,New Visitor,5,20.00%,4.80,00:02:18,0,$0.00
bing,desktop,000100,New Visitor,5,60.00%,5.40,00:02:28,0,$0.00
bing,desktop,000118,New Visitor,5,0.00%,11.20,00:05:22,1,$48.37
bing,desktop,000122,New Visitor,5,20.00%,6.60,00:09:21,0,$0.00
bing,desktop,000125,New Visitor,5,0.00%,9.00,00:01:15,0,$0.00
bing,desktop,000143,New Visitor,5,20.00%,11.00,00:08:51,0,$0.00
bing,desktop,000149,New Visitor,5,20.00%,7.80,00:04:18,0,$0.00
bing,desktop,000160,Returning Visitor,5,0.00%,10.40,00:03:20,0,$0.00
bing,mobile,000006,New Visitor,5,40.00%,2.00,00:05:16,0,$0.00
bing,mobile,000008,New Visitor,5,0.00%,5.40,00:07:57,0,$0.00
bing,mobile,000010,New Visitor,5,20.00%,7.40,00:07:18,0,$0.00
bing,mobile,000012,New Visitor,5,0.00%,4.40,00:01:36,0,$0.00
bing,mobile,000015,New Visitor,5,80.00%,2.80,00:04:36,0,$0.00
bing,mobile,000039,New Visitor,5,20.00%,2.00,00:02:33,0,$0.00
bing,mobile,000041,New Visitor,5,40.00%,5.60,00:07:30,0,$0.00
bing,mobile,000064,New Visitor,5,60.00%,1.40,00:00:28,0,$0.00
bing,mobile,000067,New Visitor,5,40.00%,4.80,00:02:51,0,$0.00
bing,mobile,000078,New Visitor,5,60.00%,2.80,00:01:18,0,$0.00
bing,mobile,000080,New Visitor,5,40.00%,5.60,00:06:12,0,$0.00
bing,mobile,000083,New Visitor,5,80.00%,3.40,00:00:43,0,$0.00
bing,mobile,000085,New Visitor,5,80.00%,5.60,00:09:15,0,$0.00
bing,mobile,000103,New Visitor,5,20.00%,7.20,00:08:10,0,$0.00
bing,mobile,000114,New Visitor,5,40.00%,5.40,00:03:40,0,$0.00
bing,mobile,000115,New Visitor,5,40.00%,1.80,00:00:39,0,$0.00
bing,mobile,000131,New Visitor,5,40.00%,2.60,00:00:56,0,$0.00
bing,mobile,000133,New Visitor,5,20.00%,6.20,00:06:29,0,$0.00
bing,mobile,000136,New Visitor,5,20.00%,3.80,00:01:38,0,$0.00
bing,mobile,000137,New Visitor,5,0.00%,4.80,00:03:08,0,$0.00
bing,mobile,000139,New Visitor,5,20.00%,8.00,00:07:17,0,$0.00
bing,mobile,000142,New Visitor,5,0.00%,6.80,00:07:56,0,$0.00
bing,mobile,000149,New Visitor,5,20.00%,4.40,00:01:43,0,$0.00
bing,mobile,000155,New Visitor,5,60.00%,7.60,00:03:36,0,$0.00
bing,mobile,000156,New Visitor,5,60.00%,2.40,00:03:30,0,$0.00
bing,mobile,000161,New Visitor,5,40.00%,2.40,00:01:46,0,$0.00
bing,mobile,000165,New Visitor,5,60.00%,1.60,00:01:09,0,$0.00
bing,tablet,000018,Returning Visitor,5,60.00%,1.40,00:00:13,0,$0.00
bing,tablet,000042,New Visitor,5,20.00%,5.60,00:01:47,0,$0.00
bing,tablet,000046,New Visitor,5,40.00%,9.00,00:02:26,0,$0.00
bing,tablet,000055,New Visitor,5,40.00%,3.40,00:01:32,0,$0.00
bing,tablet,000066,New Visitor,5,40.00%,2.60,00:00:56,0,$0.00
bing,tablet,000083,New Visitor,5,20.00%,7.40,00:05:33,0,$0.00
bing,tablet,000084,New Visitor,5,40.00%,4.00,00:02:28,0,$0.00
bing,tablet,000089,New Visitor,5,20.00%,4.60,00:04:40,0,$0.00
bing,tablet,000110,New Visitor,5,40.00%,5.00,00:02:16,0,$0.00
bing,tablet,000141,New Visitor,5,20.00%,4.20,00:01:49,0,$0.00
bing,tablet,000156,New Visitor,5,40.00%,6.60,00:06:04,0,$0.00
bing,tablet,000157,New Visitor,5,40.00%,2.40,00:02:16,0,$0.00
bing,tablet,000158,New Visitor,5,0.00%,13.20,00:07:45,0,$0.00
bing,tablet,000159,New Visitor,5,40.00%,6.60,00:03:11,0,$0.00
bing,tablet,000162,New Visitor,5,0.00%,8.20,00:06:57,0,$0.00
bing,tablet,000164,New Visitor,5,60.00%,2.20,00:00:23,0,$0.00
bing,tablet,000166,New Visitor,5,40.00%,3.00,00:01:46,0,$0.00
FLOWS - BOD - SPLIT TEST - 2,mobile,000012,Returning Visitor,5,20.00%,4.20,00:05:37,0,$0.00
FLOWS - BOD - SPLIT TEST - 2,mobile,000062,Returning Visitor,5,40.00%,2.60,00:00:36,0,$0.00
FLOWS - BOD - SPLIT TEST - 2,mobile,000085,Returning Visitor,5,40.00%,2.40,00:01:09,0,$0.00
FLOWS - BOD - SPLIT TEST - 2,mobile,000109,Returning Visitor,5,60.00%,13.20,00:01:00,1,$28.97
google,desktop,000003,New Visitor,5,20.00%,4.20,00:02:48,0,$0.00
google,desktop,000005,Returning Visitor,5,60.00%,4.40,00:05:50,0,$0.00
google,desktop,000006,Returning Visitor,5,40.00%,5.80,00:06:04,0,$0.00
google,desktop,000023,New Visitor,5,60.00%,3.60,00:02:04,0,$0.00
google,desktop,000027,New Visitor,5,100.00%,1.00,00:00:00,0,$0.00
google,desktop,000050,New Visitor,5,20.00%,6.00,00:08:04,0,$0.00
google,desktop,000076,New Visitor,5,60.00%,2.80,00:00:30,0,$0.00
google,desktop,000104,Returning Visitor,5,40.00%,2.00,00:02:00,0,$0.00
google,desktop,000118,Returning Visitor,5,60.00%,6.80,00:04:37,0,$0.00
google,desktop,000129,Returning Visitor,5,40.00%,1.80,00:12:05,0,$0.00
google,desktop,000142,Returning Visitor,5,60.00%,1.60,00:00:09,0,$0.00
google,desktop,000147,Returning Visitor,5,60.00%,3.20,00:02:15,0,$0.00
google,desktop,000156,Returning Visitor,5,20.00%,6.40,00:01:42,0,$0.00
google,desktop,000166,Returning Visitor,5,0.00%,7.60,00:02:42,0,$0.00
google,desktop,000167,Returning Visitor,5,0.00%,8.00,00:05:28,0,$0.00
google,mobile,000024,Returning Visitor,5,40.00%,3.00,00:01:51,0,$0.00
google,tablet,000002,New Visitor,5,60.00%,5.00,00:02:58,0,$0.00
google,tablet,000004,Returning Visitor,5,20.00%,5.20,00:04:54,0,$0.00
google,tablet,000005,Returning Visitor,5,40.00%,2.00,00:04:42,0,$0.00
google,tablet,000007,Returning Visitor,5,60.00%,5.60,00:02:41,0,$0.00
google,tablet,000020,Returning Visitor,5,20.00%,6.60,00:03:57,0,$0.00
google,tablet,000021,New Visitor,5,60.00%,1.80,00:02:15,0,$0.00
google,tablet,000035,Returning Visitor,5,20.00%,5.00,00:06:22,0,$0.00
google,tablet,000048,Returning Visitor,5,40.00%,7.00,00:07:49,1,$44.97
google,tablet,000049,New Visitor,5,0.00%,4.40,00:01:30,0,$0.00
google,tablet,000059,Returning Visitor,5,40.00%,3.40,00:01:43,0,$0.00
google,tablet,000076,Returning Visitor,5,0.00%,16.80,00:09:47,0,$0.00
google,tablet,000096,New Visitor,5,0.00%,10.40,00:10:21,0,$0.00
google,tablet,000099,New Visitor,5,40.00%,3.00,00:01:21,0,$0.00
google,tablet,000104,Returning Visitor,5,40.00%,2.60,00:01:27,0,$0.00
google,tablet,000111,Returning Visitor,5,20.00%,3.40,00:01:45,0,$0.00
google,tablet,000118,Returning Visitor,5,40.00%,7.20,00:07:33,0,$0.00
google,tablet,000121,New Visitor,5,60.00%,11.80,00:07:12,0,$0.00
google,tablet,000142,Returning Visitor,5,60.00%,12.60,00:19:39,1,$250.80
yahoo,desktop,000085,New Visitor,5,40.00%,2.20,00:01:09,0,$0.00
(direct),desktop,000015,New Visitor,4,100.00%,1.00,00:00:00,0,$0.00
(direct),desktop,000021,New Visitor,4,50.00%,3.75,00:07:18,0,$0.00
(direct),desktop,000035,New Visitor,4,75.00%,1.50,00:00:03,0,$0.00
(direct),desktop,000043,New Visitor,4,100.00%,10.25,00:00:00,1,$62.39
(direct),desktop,000053,New Visitor,4,100.00%,5.75,00:00:00,1,$81.94
(direct),desktop,000056,New Visitor,4,75.00%,2.00,00:12:18,0,$0.00
(direct),desktop,000061,New Visitor,4,75.00%,2.00,00:00:18,0,$0.00
(direct),desktop,000066,New Visitor,4,50.00%,3.25,00:00:29,0,$0.00
(direct),desktop,000095,New Visitor,4,75.00%,1.50,00:00:58,0,$0.00
(direct),desktop,000110,New Visitor,4,50.00%,2.00,00:01:54,0,$0.00
(direct),desktop,000113,New Visitor,4,25.00%,7.25,00:04:05,0,$0.00
(direct),desktop,000157,New Visitor,4,50.00%,3.50,00:01:32,0,$0.00
(direct),mobile,000002,New Visitor,4,50.00%,2.75,00:00:55,0,$0.00
(direct),mobile,000007,Returning Visitor,4,100.00%,1.00,00:00:00,0,$0.00
